"Sm_Messstelle","Sm_DatumZeit","Sm_schnee"
9,2013-04-11,58
9,2013-04-12,37
9,2013-04-13,22
9,2013-04-14,10
9,2013-04-15,0
9,2013-04-16,5
9,2013-04-17,0
9,2013-04-18,0
9,2013-04-19,3
9,2013-04-20,0
9,2013-04-21,0
10,2012-12-01,24
10,2012-12-02,21
10,2012-12-03,17
10,2012-12-04,18
10,2012-12-05,28
10,2012-12-06,30
10,2012-12-07,33
10,2012-12-08,26
10,2012-12-09,23
10,2012-12-10,22
10,2012-12-11,45
10,2012-12-12,43
10,2012-12-13,39
10,2012-12-14,44
10,2012-12-15,54
10,2012-12-16,54
10,2012-12-17,55
10,2012-12-18,50
10,2012-12-19,54
10,2012-12-20,55
10,2012-12-21,48
10,2012-12-22,65
10,2012-12-23,73
10,2012-12-24,89
10,2012-12-25,98
10,2012-12-26,105
10,2012-12-27,126
10,2012-12-28,126
10,2012-12-29,125
10,2012-12-30,130
10,2012-12-31,130
10,2013-01-01,133
10,2013-01-02,140
10,2013-01-03,148
10,2013-01-04,156
10,2013-01-05,173
10,2013-01-06,183
10,2013-01-07,188
10,2013-01-08,198
10,2013-01-09,213
10,2013-01-10,219
10,2013-01-11,232
10,2013-01-12,234
10,2013-01-13,248
10,2013-01-14,261
10,2013-01-15,274
10,2013-01-16,278
10,2013-01-17,290
10,2013-01-18,295
10,2013-01-19,310
10,2013-01-20,323
10,2013-01-21,331
10,2013-01-22,327
10,2013-01-23,325
10,2013-01-24,325
10,2013-01-25,331
10,2013-01-26,332
10,2013-01-27,331
10,2013-01-28,327
10,2013-01-29,333
10,2013-01-30,324
10,2013-01-31,331
10,2013-02-01,314
10,2013-02-02,299
10,2013-02-03,289
10,2013-02-04,277
10,2013-02-05,265
10,2013-02-06,250
10,2013-02-07,243
10,2013-02-08,223
10,2013-02-09,215
10,2013-02-10,200
10,2013-02-11,184
10,2013-02-12,171
10,2013-02-13,160
10,2013-02-14,148
10,2013-02-15,130
10,2013-02-16,120
10,2013-02-17,136
10,2013-02-18,153
10,2013-02-19,171
10,2013-02-20,195
10,2013-02-21,210
10,2013-02-22,232
10,2013-02-23,224
10,2013-02-24,221
10,2013-02-25,217
10,2013-02-26,220
10,2013-02-27,216
10,2013-02-28,220
10,2013-03-01,217
10,2013-03-02,203
10,2013-03-03,188
10,2013-03-04,184
10,2013-03-05,171
10,2013-03-06,157
10,2013-03-07,151
10,2013-03-08,136
10,2013-03-09,127
10,2013-03-10,118
10,2013-03-11,105
10,2013-03-12,103
10,2013-03-13,91
10,2013-03-14,93
10,2013-03-15,85
10,2013-03-16,79
10,2013-03-17,84
10,2013-03-18,80
10,2013-03-19,70
10,2013-03-20,67
10,2013-03-21,62
10,2013-03-22,77
10,2013-03-23,85
10,2013-03-24,96
10,2013-03-25,115
10,2013-03-26,126
10,2013-03-27,138
10,2013-03-28,148
10,2013-03-29,156
10,2013-03-30,175
10,2013-03-31,186
10,2013-04-01,197
10,2013-04-02,205
10,2013-04-03,194
10,2013-04-04,171
10,2013-04-05,157
10,2013-04-06,139
10,2013-04-07,127
10,2013-04-08,107
10,2013-04-09,91
10,2013-04-10,84
10,2013-04-11,65
10,2013-04-12,50
10,2013-04-13,28
10,2013-04-14,18
10,2013-04-15,7
10,2013-04-16,6
10,2013-04-17,12
10,2013-04-18,7
10,2013-04-19,5
10,2013-04-20,10
10,2013-04-21,4
11,2012-12-01,28
11,2012-12-02,29
11,2012-12-03,30
11,2012-12-04,31
11,2012-12-05,41
11,2012-12-06,39
11,2012-12-07,41
11,2012-12-08,37
11,2012-12-09,35
11,2012-12-10,34
11,2012-12-11,54
11,2012-12-12,48
11,2012-12-13,54
11,2012-12-14,56
11,2012-12-15,59
11,2012-12-16,62
11,2012-12-17,66
11,2012-12-18,66
11,2012-12-19,57
11,2012-12-20,61
11,2012-12-21,61
11,2012-12-22,78
11,2012-12-23,79
11,2012-12-24,92
11,2012-12-25,112
11,2012-12-26,119
11,2012-12-27,139
11,2012-12-28,141
11,2012-12-29,137
11,2012-12-30,142
11,2012-12-31,142
11,2013-01-01,135
11,2013-01-02,145
11,2013-01-03,158
11,2013-01-04,173
11,2013-01-05,185
11,2013-01-06,190
11,2013-01-07,195
11,2013-01-08,210
11,2013-01-09,220
11,2013-01-10,233
11,2013-01-11,238
11,2013-01-12,245
11,2013-01-13,263
11,2013-01-14,265
11,2013-01-15,276
11,2013-01-16,293
11,2013-01-17,302
11,2013-01-18,309
11,2013-01-19,322
11,2013-01-20,325
11,2013-01-21,341
11,2013-01-22,339
11,2013-01-23,341
11,2013-01-24,344
11,2013-01-25,338
11,2013-01-26,344
11,2013-01-27,340
11,2013-01-28,339
11,2013-01-29,336
11,2013-01-30,340
11,2013-01-31,339
11,2013-02-01,330
11,2013-02-02,312
11,2013-02-03,297
11,2013-02-04,290
11,2013-02-05,271
11,2013-02-06,257
11,2013-02-07,245
11,2013-02-08,237
11,2013-02-09,221
11,2013-02-10,207
11,2013-02-11,201
11,2013-02-12,184
11,2013-02-13,172
11,2013-02-14,156
11,2013-02-15,142
11,2013-02-16,135
11,2013-02-17,154
11,2013-02-18,170
11,2013-02-19,188
11,2013-02-20,200
11,2013-02-21,224
11,2013-02-22,237
11,2013-02-23,235
11,2013-02-24,232
11,2013-02-25,235
11,2013-02-26,228
11,2013-02-27,227
11,2013-02-28,231
11,2013-03-01,236
11,2013-03-02,211
11,2013-03-03,195
11,2013-03-04,193
11,2013-03-05,184
11,2013-03-06,174
11,2013-03-07,163
11,2013-03-08,153
11,2013-03-09,144
11,2013-03-10,126
11,2013-03-11,118
11,2013-03-12,113
11,2013-03-13,108
11,2013-03-14,99
11,2013-03-15,96
11,2013-03-16,92
11,2013-03-17,94
11,2013-03-18,82
11,2013-03-19,87
11,2013-03-20,74
11,2013-03-21,75
11,2013-03-22,84
11,2013-03-23,96
11,2013-03-24,106
11,2013-03-25,123
11,2013-03-26,133
11,2013-03-27,144
11,2013-03-28,157
11,2013-03-29,169
11,2013-03-30,178
11,2013-03-31,194
11,2013-04-01,206
11,2013-04-02,217
11,2013-04-03,202
11,2013-04-04,185
11,2013-04-05,171
11,2013-04-06,150
11,2013-04-07,139
11,2013-04-08,120
11,2013-04-09,107
11,2013-04-10,90
11,2013-04-11,75
11,2013-04-12,61
11,2013-04-13,39
11,2013-04-14,29
11,2013-04-15,19
11,2013-04-16,17
11,2013-04-17,22
11,2013-04-18,19
11,2013-04-19,21
11,2013-04-20,15
11,2013-04-21,21
12,2012-12-01,68
12,2012-12-02,66
12,2012-12-03,63
12,2012-12-04,61
12,2012-12-05,74
12,2012-12-06,79
12,2012-12-07,78
12,2012-12-08,75
12,2012-12-09,71
12,2012-12-10,66
12,2012-12-11,88
12,2012-12-12,90
12,2012-12-13,85
12,2012-12-14,91
12,2012-12-15,98
12,2012-12-16,96
12,2012-12-17,94
12,2012-12-18,95
12,2012-12-19,100
12,2012-12-20,95
12,2012-12-21,99
12,2012-12-22,114
12,2012-12-23,113
12,2012-12-24,131
12,2012-12-25,143
12,2012-12-26,157
12,2012-12-27,179
12,2012-12-28,179
12,2012-12-29,175
12,2012-12-30,170
12,2012-12-31,172
12,2013-01-01,169
12,2013-01-02,185
12,2013-01-03,192
12,2013-01-04,200
12,2013-01-05,219
12,2013-01-06,220
12,2013-01-07,236
12,2013-01-08,247
12,2013-01-09,252
12,2013-01-10,267
12,2013-01-11,275
12,2013-01-12,286
12,2013-01-13,295
12,2013-01-14,301
12,2013-01-15,313
12,2013-01-16,322
12,2013-01-17,330
12,2013-01-18,345
12,2013-01-19,350
12,2013-01-20,368
12,2013-01-21,372
12,2013-01-22,378
12,2013-01-23,374
12,2013-01-24,376
12,2013-01-25,371
12,2013-01-26,370
12,2013-01-27,372
12,2013-01-28,376
12,2013-01-29,371
12,2013-01-30,370
12,2013-01-31,370
12,2013-02-01,360
12,2013-02-02,353
12,2013-02-03,339
12,2013-02-04,321
12,2013-02-05,313
12,2013-02-06,291
12,2013-02-07,286
12,2013-02-08,270
12,2013-02-09,256
12,2013-02-10,245
12,2013-02-11,231
12,2013-02-12,223
12,2013-02-13,200
12,2013-02-14,196
12,2013-02-15,180
12,2013-02-16,162
12,2013-02-17,182
12,2013-02-18,198
12,2013-02-19,216
12,2013-02-20,239
12,2013-02-21,257
12,2013-02-22,272
12,2013-02-23,267
12,2013-02-24,268
12,2013-02-25,264
12,2013-02-26,262
12,2013-02-27,264
12,2013-02-28,269
12,2013-03-01,270
12,2013-03-02,245
12,2013-03-03,233
12,2013-03-04,228
12,2013-03-05,211
12,2013-03-06,201
12,2013-03-07,199
12,2013-03-08,188
12,2013-03-09,179
12,2013-03-10,163
12,2013-03-11,150
12,2013-03-12,145
12,2013-03-13,137
12,2013-03-14,135
12,2013-03-15,128
12,2013-03-16,125
12,2013-03-17,127
12,2013-03-18,124
12,2013-03-19,112
12,2013-03-20,116
12,2013-03-21,106
12,2013-03-22,116
12,2013-03-23,134
12,2013-03-24,148
12,2013-03-25,153
12,2013-03-26,171
12,2013-03-27,179
12,2013-03-28,196
12,2013-03-29,200
12,2013-03-30,219
12,2013-03-31,227
12,2013-04-01,235
12,2013-04-02,254
12,2013-04-03,234
12,2013-04-04,225
12,2013-04-05,208
12,2013-04-06,187
12,2013-04-07,169
12,2013-04-08,158
12,2013-04-09,141
12,2013-04-10,125
12,2013-04-11,105
12,2013-04-12,92
12,2013-04-13,76
12,2013-04-14,56
12,2013-04-15,53
12,2013-04-16,53
12,2013-04-17,51
12,2013-04-18,53
12,2013-04-19,57
12,2013-04-20,51
12,2013-04-21,50
13,2012-12-01,24
13,2012-12-02,30
13,2012-12-03,27
13,2012-12-04,31
13,2012-12-05,33
13,2012-12-06,40
13,2012-12-07,41
13,2012-12-08,35
13,2012-12-09,32
13,2012-12-10,34
13,2012-12-11,47
13,2012-12-12,45
13,2012-12-13,48
13,2012-12-14,54
13,2012-12-15,57
13,2012-12-16,59
13,2012-12-17,62
13,2012-12-18,60
13,2012-12-19,53
13,2012-12-20,56
13,2012-12-21,55
13,2012-12-22,73
13,2012-12-23,76
13,2012-12-24,93
13,2012-12-25,106
13,2012-12-26,112
13,2012-12-27,137
13,2012-12-28,131
13,2012-12-29,132
13,2012-12-30,139
13,2012-12-31,135
13,2013-01-01,132
13,2013-01-02,148
13,2013-01-03,159
13,2013-01-04,166
13,2013-01-05,176
13,2013-01-06,185
13,2013-01-07,196
13,2013-01-08,204
13,2013-01-09,211
13,2013-01-10,222
13,2013-01-11,234
13,2013-01-12,241
13,2013-01-13,259
13,2013-01-14,264
13,2013-01-15,274
13,2013-01-16,284
13,2013-01-17,295
13,2013-01-18,305
13,2013-01-19,315
13,2013-01-20,323
13,2013-01-21,333
13,2013-01-22,340
13,2013-01-23,340
13,2013-01-24,337
13,2013-01-25,332
13,2013-01-26,331
13,2013-01-27,336
13,2013-01-28,337
13,2013-01-29,335
13,2013-01-30,332
13,2013-01-31,340
13,2013-02-01,321
13,2013-02-02,310
13,2013-02-03,299
13,2013-02-04,287
13,2013-02-05,274
13,2013-02-06,258
13,2013-02-07,245
13,2013-02-08,227
13,2013-02-09,219
13,2013-02-10,209
13,2013-02-11,198
13,2013-02-12,179
13,2013-02-13,168
13,2013-02-14,150
13,2013-02-15,143
13,2013-02-16,131
13,2013-02-17,141
13,2013-02-18,166
13,2013-02-19,184
13,2013-02-20,204
13,2013-02-21,214
13,2013-02-22,240
13,2013-02-23,224
13,2013-02-24,224
13,2013-02-25,224
13,2013-02-26,229
13,2013-02-27,230
13,2013-02-28,231
13,2013-03-01,229
13,2013-03-02,205
13,2013-03-03,199
13,2013-03-04,185
13,2013-03-05,175
13,2013-03-06,167
13,2013-03-07,159
13,2013-03-08,146
13,2013-03-09,134
13,2013-03-10,131
13,2013-03-11,112
13,2013-03-12,107
13,2013-03-13,106
13,2013-03-14,95
13,2013-03-15,90
13,2013-03-16,94
13,2013-03-17,83
13,2013-03-18,86
13,2013-03-19,82
13,2013-03-20,72
13,2013-03-21,68
13,2013-03-22,86
13,2013-03-23,95
13,2013-03-24,110
13,2013-03-25,121
13,2013-03-26,130
13,2013-03-27,146
13,2013-03-28,153
13,2013-03-29,166
13,2013-03-30,178
13,2013-03-31,190
13,2013-04-01,207
13,2013-04-02,214
13,2013-04-03,201
13,2013-04-04,180
13,2013-04-05,165
13,2013-04-06,146
13,2013-04-07,136
13,2013-04-08,123
13,2013-04-09,102
13,2013-04-10,83
13,2013-04-11,72
13,2013-04-12,52
13,2013-04-13,37
13,2013-04-14,27
13,2013-04-15,17
13,2013-04-16,14
13,2013-04-17,17
13,2013-04-18,18
13,2013-04-19,12
13,2013-04-20,13
13,2013-04-21,20
14,2012-12-01,31
14,2012-12-02,29
14,2012-12-03,35
14,2012-12-04,26
14,2012-12-05,41
14,2012-12-06,46
14,2012-12-07,45
14,2012-12-08,43
14,2012-12-09,33
14,2012-12-10,30
14,2012-12-11,50
14,2012-12-12,53
14,2012-12-13,51
14,2012-12-14,58
14,2012-12-15,58
14,2012-12-16,58
14,2012-12-17,59
14,2012-12-18,60
14,2012-12-19,65
14,2012-12-20,62
14,2012-12-21,61
14,2012-12-22,77
14,2012-12-23,80
14,2012-12-24,97
14,2012-12-25,106
14,2012-12-26,120
14,2012-12-27,138
14,2012-12-28,144
14,2012-12-29,137
14,2012-12-30,141
14,2012-12-31,143
14,2013-01-01,142
14,2013-01-02,147
14,2013-01-03,160
14,2013-01-04,169
14,2013-01-05,175
14,2013-01-06,193
14,2013-01-07,204
14,2013-01-08,215
14,2013-01-09,224
14,2013-01-10,229
14,2013-01-11,245
14,2013-01-12,252
14,2013-01-13,257
14,2013-01-14,267
14,2013-01-15,280
14,2013-01-16,288
14,2013-01-17,301
14,2013-01-18,315
14,2013-01-19,324
14,2013-01-20,328
14,2013-01-21,336
14,2013-01-22,336
14,2013-01-23,342
14,2013-01-24,342
14,2013-01-25,336
14,2013-01-26,340
14,2013-01-27,339
14,2013-01-28,344
14,2013-01-29,343
14,2013-01-30,341
14,2013-01-31,339
14,2013-02-01,322
14,2013-02-02,319
14,2013-02-03,296
14,2013-02-04,291
14,2013-02-05,277
14,2013-02-06,261
14,2013-02-07,245
14,2013-02-08,236
14,2013-02-09,225
14,2013-02-10,209
14,2013-02-11,201
14,2013-02-12,183
14,2013-02-13,173
14,2013-02-14,159
14,2013-02-15,141
14,2013-02-16,134
14,2013-02-17,148
14,2013-02-18,164
14,2013-02-19,182
14,2013-02-20,206
14,2013-02-21,217
14,2013-02-22,244
14,2013-02-23,228
14,2013-02-24,235
14,2013-02-25,228
14,2013-02-26,230
14,2013-02-27,237
14,2013-02-28,232
14,2013-03-01,236
14,2013-03-02,211
14,2013-03-03,197
14,2013-03-04,187
14,2013-03-05,176
14,2013-03-06,172
14,2013-03-07,159
14,2013-03-08,150
14,2013-03-09,143
14,2013-03-10,134
14,2013-03-11,113
14,2013-03-12,110
14,2013-03-13,103
14,2013-03-14,103
14,2013-03-15,98
14,2013-03-16,97
14,2013-03-17,94
14,2013-03-18,84
14,2013-03-19,77
14,2013-03-20,82
14,2013-03-21,73
14,2013-03-22,88
14,2013-03-23,94
14,2013-03-24,108
14,2013-03-25,126
14,2013-03-26,136
14,2013-03-27,146
14,2013-03-28,161
14,2013-03-29,174
14,2013-03-30,180
14,2013-03-31,192
14,2013-04-01,204
14,2013-04-02,214
14,2013-04-03,199
14,2013-04-04,189
14,2013-04-05,166
14,2013-04-06,153
14,2013-04-07,135
14,2013-04-08,125
14,2013-04-09,103
14,2013-04-10,89
14,2013-04-11,70
14,2013-04-12,59
14,2013-04-13,46
14,2013-04-14,30
14,2013-04-15,22
14,2013-04-16,22
14,2013-04-17,21
14,2013-04-18,18
14,2013-04-19,17
14,2013-04-20,15
14,2013-04-21,16
15,2012-12-01,37
15,2012-12-02,36
15,2012-12-03,34
15,2012-12-04,39
15,2012-12-05,47
15,2012-12-06,42
15,2012-12-07,45
15,2012-12-08,44
15,2012-12-09,37
15,2012-12-10,35
15,2012-12-11,52
15,2012-12-12,54
15,2012-12-13,54
15,2012-12-14,59
15,2012-12-15,66
15,2012-12-16,69
15,2012-12-17,62
15,2012-12-18,67
15,2012-12-19,70
15,2012-12-20,63
15,2012-12-21,63
15,2012-12-22,82
15,2012-12-23,85
15,2012-12-24,102
15,2012-12-25,107
15,2012-12-26,126
15,2012-12-27,139
15,2012-12-28,140
15,2012-12-29,143
15,2012-12-30,146
15,2012-12-31,141
15,2013-01-01,141
15,2013-01-02,155
15,2013-01-03,159
15,2013-01-04,176
15,2013-01-05,180
15,2013-01-06,189
15,2013-01-07,206
15,2013-01-08,218
15,2013-01-09,220
15,2013-01-10,230
15,2013-01-11,242
15,2013-01-12,255
15,2013-01-13,265
15,2013-01-14,270
15,2013-01-15,281
15,2013-01-16,292
15,2013-01-17,304
15,2013-01-18,315
15,2013-01-19,318
15,2013-01-20,331
15,2013-01-21,338
15,2013-01-22,340
15,2013-01-23,345
15,2013-01-24,348
15,2013-01-25,344
15,2013-01-26,346
15,2013-01-27,340
15,2013-01-28,339
15,2013-01-29,339
15,2013-01-30,341
15,2013-01-31,345
15,2013-02-01,331
15,2013-02-02,314
15,2013-02-03,305
15,2013-02-04,296
15,2013-02-05,278
15,2013-02-06,264
15,2013-02-07,257
15,2013-02-08,238
15,2013-02-09,231
15,2013-02-10,212
15,2013-02-11,197
15,2013-02-12,190
15,2013-02-13,177
15,2013-02-14,166
15,2013-02-15,149
15,2013-02-16,140
15,2013-02-17,153
15,2013-02-18,175
15,2013-02-19,186
15,2013-02-20,208
15,2013-02-21,223
15,2013-02-22,247
15,2013-02-23,240
15,2013-02-24,231
15,2013-02-25,233
15,2013-02-26,236
15,2013-02-27,236
15,2013-02-28,239
15,2013-03-01,234
15,2013-03-02,213
15,2013-03-03,203
15,2013-03-04,194
15,2013-03-05,179
15,2013-03-06,176
15,2013-03-07,164
15,2013-03-08,155
15,2013-03-09,139
15,2013-03-10,136
15,2013-03-11,113
15,2013-03-12,113
15,2013-03-13,109
15,2013-03-14,102
15,2013-03-15,104
15,2013-03-16,98
15,2013-03-17,96
15,2013-03-18,90
15,2013-03-19,83
15,2013-03-20,77
15,2013-03-21,79
15,2013-03-22,94
15,2013-03-23,106
15,2013-03-24,113
15,2013-03-25,125
15,2013-03-26,136
15,2013-03-27,147
15,2013-03-28,166
15,2013-03-29,174
15,2013-03-30,186
15,2013-03-31,198
15,2013-04-01,205
15,2013-04-02,220
15,2013-04-03,209
15,2013-04-04,193
15,2013-04-05,171
15,2013-04-06,160
15,2013-04-07,146
15,2013-04-08,130
15,2013-04-09,108
15,2013-04-10,91
15,2013-04-11,73
15,2013-04-12,58
15,2013-04-13,48
15,2013-04-14,31
15,2013-04-15,22
15,2013-04-16,20
15,2013-04-17,27
15,2013-04-18,22
15,2013-04-19,28
15,2013-04-20,19
15,2013-04-21,20
16,2012-12-01,4
16,2012-12-02,8
16,2012-12-03,6
16,2012-12-04,12
16,2012-12-05,18
16,2012-12-06,21
16,2012-12-07,14
16,2012-12-08,20
16,2012-12-09,6
16,2012-12-10,10
16,2012-12-11,25
16,2012-12-12,33
16,2012-12-13,31
16,2012-12-14,37
16,2012-12-15,36
16,2012-12-16,35
16,2012-12-17,41
16,2012-12-18,40
16,2012-12-19,35
16,2012-12-20,34
16,2012-12-21,38
16,2012-12-22,51
16,2012-12-23,51
16,2012-12-24,78
16,2012-12-25,84
16,2012-12-26,100
16,2012-12-27,120
16,2012-12-28,122
16,2012-12-29,121
16,2012-12-30,116
16,2012-12-31,119
16,2013-01-01,121
16,2013-01-02,130
16,2013-01-03,137
16,2013-01-04,148
16,2013-01-05,161
16,2013-01-06,169
16,2013-01-07,176
16,2013-01-08,182
16,2013-01-09,197
16,2013-01-10,208
16,2013-01-11,213
16,2013-01-12,226
16,2013-01-13,237
16,2013-01-14,248
16,2013-01-15,256
16,2013-01-16,265
16,2013-01-17,273
16,2013-01-18,291
16,2013-01-19,299
16,2013-01-20,305
16,2013-01-21,322
16,2013-01-22,314
16,2013-01-23,315
16,2013-01-24,317
16,2013-01-25,319
16,2013-01-26,320
16,2013-01-27,319
16,2013-01-28,321
16,2013-01-29,322
16,2013-01-30,313
16,2013-01-31,316
16,2013-02-01,299
16,2013-02-02,295
16,2013-02-03,281
16,2013-02-04,269
16,2013-02-05,247
16,2013-02-06,242
16,2013-02-07,230
16,2013-02-08,217
16,2013-02-09,204
16,2013-02-10,187
16,2013-02-11,173
16,2013-02-12,161
16,2013-02-13,151
16,2013-02-14,131
16,2013-02-15,118
16,2013-02-16,108
16,2013-02-17,132
16,2013-02-18,147
16,2013-02-19,163
16,2013-02-20,178
16,2013-02-21,201
16,2013-02-22,215
16,2013-02-23,205
16,2013-02-24,206
16,2013-02-25,207
16,2013-02-26,210
16,2013-02-27,214
16,2013-02-28,211
16,2013-03-01,211
16,2013-03-02,182
16,2013-03-03,176
16,2013-03-04,166
16,2013-03-05,159
16,2013-03-06,151
16,2013-03-07,134
16,2013-03-08,128
16,2013-03-09,120
16,2013-03-10,108
16,2013-03-11,89
16,2013-03-12,88
16,2013-03-13,84
16,2013-03-14,79
16,2013-03-15,74
16,2013-03-16,72
16,2013-03-17,68
16,2013-03-18,67
16,2013-03-19,57
16,2013-03-20,60
16,2013-03-21,56
16,2013-03-22,64
16,2013-03-23,74
16,2013-03-24,90
16,2013-03-25,102
16,2013-03-26,108
16,2013-03-27,123
16,2013-03-28,135
16,2013-03-29,144
16,2013-03-30,157
16,2013-03-31,174
16,2013-04-01,186
16,2013-04-02,196
16,2013-04-03,176
16,2013-04-04,161
16,2013-04-05,149
16,2013-04-06,133
16,2013-04-07,116
16,2013-04-08,103
16,2013-04-09,83
16,2013-04-10,66
16,2013-04-11,52
16,2013-04-12,37
16,2013-04-13,22
16,2013-04-14,6
16,2013-04-15,0
16,2013-04-16,0
16,2013-04-17,0
16,2013-04-18,0
16,2013-04-19,1
16,2013-04-20,0
16,2013-04-21,0
17,2012-12-01,32
17,2012-12-02,35
17,2012-12-03,38
17,2012-12-04,37
17,2012-12-05,49
17,2012-12-06,50
17,2012-12-07,44
17,2012-12-08,45
17,2012-12-09,36
17,2012-12-10,40
17,2012-12-11,58
17,2012-12-12,62
17,2012-12-13,61
17,2012-12-14,67
17,2012-12-15,66
17,2012-12-16,70
17,2012-12-17,68
17,2012-12-18,68
17,2012-12-19,72
17,2012-12-20,67
17,2012-12-21,72
17,2012-12-22,83
17,2012-12-23,85
17,2012-12-24,98
17,2012-12-25,111
17,2012-12-26,121
17,2012-12-27,142
17,2012-12-28,142
17,2012-12-29,145
17,2012-12-30,144
17,2012-12-31,147
17,2013-01-01,147
17,2013-01-02,160
17,2013-01-03,169
17,2013-01-04,173
17,2013-01-05,185
17,2013-01-06,197
17,2013-01-07,202
17,2013-01-08,216
17,2013-01-09,229
17,2013-01-10,237
17,2013-01-11,250
17,2013-01-12,259
17,2013-01-13,268
17,2013-01-14,275
17,2013-01-15,290
17,2013-01-16,292
17,2013-01-17,300
17,2013-01-18,313
17,2013-01-19,325
17,2013-01-20,335
17,2013-01-21,344
17,2013-01-22,348
17,2013-01-23,345
17,2013-01-24,343
17,2013-01-25,347
17,2013-01-26,349
17,2013-01-27,342
17,2013-01-28,350
17,2013-01-29,346
17,2013-01-30,341
17,2013-01-31,345
17,2013-02-01,334
17,2013-02-02,321
17,2013-02-03,307
17,2013-02-04,294
17,2013-02-05,279
17,2013-02-06,265
17,2013-02-07,251
17,2013-02-08,242
17,2013-02-09,224
17,2013-02-10,217
17,2013-02-11,205
17,2013-02-12,186
17,2013-02-13,172
17,2013-02-14,164
17,2013-02-15,146
17,2013-02-16,140
17,2013-02-17,152
17,2013-02-18,176
17,2013-02-19,191
17,2013-02-20,214
17,2013-02-21,226
17,2013-02-22,242
17,2013-02-23,233
17,2013-02-24,239
17,2013-02-25,237
17,2013-02-26,233
17,2013-02-27,236
17,2013-02-28,240
17,2013-03-01,233
17,2013-03-02,212
17,2013-03-03,202
17,2013-03-04,193
17,2013-03-05,188
17,2013-03-06,179
17,2013-03-07,167
17,2013-03-08,153
17,2013-03-09,150
17,2013-03-10,139
17,2013-03-11,117
17,2013-03-12,112
17,2013-03-13,110
17,2013-03-14,107
17,2013-03-15,99
17,2013-03-16,103
17,2013-03-17,91
17,2013-03-18,96
17,2013-03-19,90
17,2013-03-20,82
17,2013-03-21,84
17,2013-03-22,92
17,2013-03-23,99
17,2013-03-24,117
17,2013-03-25,131
17,2013-03-26,143
17,2013-03-27,150
17,2013-03-28,165
17,2013-03-29,178
17,2013-03-30,189
17,2013-03-31,199
17,2013-04-01,213
17,2013-04-02,224
17,2013-04-03,211
17,2013-04-04,187
17,2013-04-05,170
17,2013-04-06,158
17,2013-04-07,146
17,2013-04-08,132
17,2013-04-09,112
17,2013-04-10,91
17,2013-04-11,77
17,2013-04-12,62
17,2013-04-13,43
17,2013-04-14,36
17,2013-04-15,27
17,2013-04-16,24
17,2013-04-17,27
17,2013-04-18,21
17,2013-04-19,21
17,2013-04-20,29
17,2013-04-21,21
18,2012-12-01,18
18,2012-12-02,15
18,2012-12-03,16
18,2012-12-04,12
18,2012-12-05,27
18,2012-12-06,21
18,2012-12-07,26
18,2012-12-08,22
18,2012-12-09,17
18,2012-12-10,20
18,2012-12-11,30
18,2012-12-12,36
18,2012-12-13,35
18,2012-12-14,43
18,2012-12-15,40
18,2012-12-16,47
18,2012-12-17,39
18,2012-12-18,47
18,2012-12-19,41
18,2012-12-20,39
18,2012-12-21,46
18,2012-12-22,55
18,2012-12-23,63
18,2012-12-24,79
18,2012-12-25,89
18,2012-12-26,104
18,2012-12-27,123
18,2012-12-28,120
18,2012-12-29,126
18,2012-12-30,123
18,2012-12-31,125
18,2013-01-01,125
18,2013-01-02,136
18,2013-01-03,143
18,2013-01-04,150
18,2013-01-05,163
18,2013-01-06,170
18,2013-01-07,179
18,2013-01-08,191
18,2013-01-09,202
18,2013-01-10,212
18,2013-01-11,218
18,2013-01-12,235
18,2013-01-13,238
18,2013-01-14,255
18,2013-01-15,263
18,2013-01-16,271
18,2013-01-17,285
18,2013-01-18,290
18,2013-01-19,300
18,2013-01-20,310
18,2013-01-21,321
18,2013-01-22,325
18,2013-01-23,326
18,2013-01-24,323
18,2013-01-25,322
18,2013-01-26,318
18,2013-01-27,317
18,2013-01-28,321
18,2013-01-29,320
18,2013-01-30,324
18,2013-01-31,323
18,2013-02-01,310
18,2013-02-02,300
18,2013-02-03,279
18,2013-02-04,273
18,2013-02-05,258
18,2013-02-06,240
18,2013-02-07,230
18,2013-02-08,220
18,2013-02-09,208
18,2013-02-10,194
18,2013-02-11,184
18,2013-02-12,169
18,2013-02-13,153
18,2013-02-14,143
18,2013-02-15,128
18,2013-02-16,111
18,2013-02-17,130
18,2013-02-18,147
18,2013-02-19,169
18,2013-02-20,187
18,2013-02-21,208
18,2013-02-22,221
18,2013-02-23,215
18,2013-02-24,209
18,2013-02-25,212
18,2013-02-26,213
18,2013-02-27,217
18,2013-02-28,218
18,2013-03-01,215
18,2013-03-02,192
18,2013-03-03,182
18,2013-03-04,177
18,2013-03-05,164
18,2013-03-06,151
18,2013-03-07,139
18,2013-03-08,132
18,2013-03-09,120
18,2013-03-10,111
18,2013-03-11,92
18,2013-03-12,93
18,2013-03-13,84
18,2013-03-14,81
18,2013-03-15,81
18,2013-03-16,73
18,2013-03-17,68
18,2013-03-18,68
18,2013-03-19,67
18,2013-03-20,62
18,2013-03-21,52
18,2013-03-22,64
18,2013-03-23,81
18,2013-03-24,90
18,2013-03-25,108
18,2013-03-26,116
18,2013-03-27,132
18,2013-03-28,140
18,2013-03-29,149
18,2013-03-30,160
18,2013-03-31,179
18,2013-04-01,191
